hidden_layers_n,h1_size,h2_size,h3_size,h4_size,alpha,learning_rate_init,beta_1,beta_2,tol,source,msc,dsp,model_update_time,acquisition_time,query_time
-2.7148945331573486,-0.16122913360595703,-1.7038017511367798,16.214740753173828,28.66704750061035,4.465776443481445,31.19029998779297,-4.521478176116943,3.2039120197296143,-4.168656349182129,2.0,0.14926040172576904,0.17848533391952515,0.2905874252319336,0.35170769691467285,64.8582136631012
-5.787957191467285,-2.655639886856079,-1.7236666679382324,25.50159454345703,31.385345458984375,17.08399200439453,30.354740142822266,-4.044635772705078,2.761314868927002,-2.21510910987854,2.0,0.1607324481010437,0.19368690252304077,0.19417405128479004,0.3204200267791748,14.61119270324707
-3.902028799057007,-0.6967353820800781,-1.903748869895935,2.3165230751037598,17.642478942871094,10.349214553833008,11.953011512756348,-5.15627908706665,1.1659239530563354,-4.2988362312316895,1.0,0.23188114166259766,0.03051769733428955,0.1962718963623047,0.3522777557373047,67.30557680130005
-2.8229455947875977,-2.088712692260742,-2.0336227416992188,2.8353328704833984,30.189132690429688,30.62690544128418,4.147331237792969,-2.919292449951172,3.777926206588745,-2.8152832984924316,2.0,0.1529737114906311,0.2139701247215271,0.21720266342163086,0.37033891677856445,20.56915307044983
-5.488341331481934,-0.28427672386169434,-2.9969420433044434,13.930717468261719,2.5482237339019775,27.53284454345703,31.695945739746094,-1.3614816665649414,2.341001272201538,-3.485318183898926,2.0,0.2489224672317505,0.0,0.2032175064086914,0.5347104072570801,32.49337124824524
-1.7332401275634766,-2.1100711822509766,-2.196995258331299,30.160598754882812,17.764312744140625,5.273187637329102,27.038589477539062,-4.119308948516846,1.230850338935852,-3.4842443466186523,2.0,0.15131604671478271,0.1848200559616089,0.21418428421020508,0.34278440475463867,34.73076415061951
-3.5157430171966553,-1.6882202625274658,-1.0820081233978271,7.770312309265137,31.972946166992188,29.014066696166992,30.000547409057617,-2.5573039054870605,3.1880483627319336,-3.5969481468200684,2.0,0.15270835161209106,0.19848257303237915,0.2133314609527588,0.40236401557922363,14.784413814544678
-2.560739517211914,-0.045702457427978516,-2.693427324295044,13.32598876953125,12.744544982910156,22.69687271118164,2.9793241024017334,-2.4692254066467285,3.215514898300171,-4.07870626449585,1.0,0.28181642293930054,0.02758026123046875,0.20411920547485352,0.3538193702697754,55.94583582878113
-5.657851696014404,-1.33150315284729,-0.3340270519256592,24.718059539794922,25.85757064819336,21.317319869995117,11.25340461730957,-4.2872209548950195,1.9923219680786133,-2.5073940753936768,2.0,0.16431289911270142,0.19047904014587402,0.2006206512451172,0.34426021575927734,12.490678787231445
-4.2475738525390625,-1.0604476928710938,-0.8448758125305176,29.828405380249023,8.617575645446777,11.387384414672852,29.365800857543945,-1.5741591453552246,3.497616767883301,-2.5637333393096924,1.0,0.1491280198097229,0.17517846822738647,0.19710922241210938,0.3360435962677002,19.58958888053894
-4.581862449645996,-1.149134874343872,-0.22351646423339844,14.871062278747559,25.90915298461914,7.783489227294922,27.36250114440918,-4.9293928146362305,1.3339403867721558,-2.41829514503479,2.0,0.2613218426704407,0.09492319822311401,0.20173430442810059,0.3632984161376953,8.124372243881226
-2.0117335319519043,-1.6386994123458862,-2.666483163833618,20.0738525390625,15.466586112976074,17.33799934387207,15.72628402709961,-5.124565124511719,1.468432903289795,-3.861654281616211,1.0,0.16235637664794922,0.16838067770004272,0.20397591590881348,0.36255693435668945,81.39522695541382
-2.9329330921173096,-2.544816493988037,-1.6198676824569702,30.285205841064453,16.54888916015625,28.236106872558594,20.780752182006836,-2.229818105697632,2.427750825881958,-4.23021936416626,1.0,0.1551620364189148,0.23571091890335083,0.2066330909729004,0.3426249027252197,25.243238925933838
-3.468846082687378,-2.9023313522338867,-2.727630138397217,2.181896924972534,3.4750864505767822,14.143842697143555,5.911073684692383,-5.615867614746094,3.8401424884796143,-4.213759422302246,1.0,0.2489224672317505,0.0,0.21289563179016113,0.36967039108276367,126.6502366065979
-1.2730393409729004,-1.4918988943099976,-1.426934003829956,9.655943870544434,24.514963150024414,29.998830795288086,23.016258239746094,-1.8382720947265625,1.3564579486846924,-2.602292776107788,1.0,0.16285324096679688,0.2010340690612793,0.2183384895324707,0.334047794342041,11.321177005767822
-4.2403669357299805,-0.1777482032775879,-2.4956107139587402,9.858264923095703,16.791248321533203,8.413887977600098,16.21550750732422,-2.963561773300171,1.522902011871338,-4.049527168273926,1.0,0.15091824531555176,0.17045557498931885,0.20599675178527832,0.3346564769744873,36.424495697021484
-3.385742664337158,-2.508413076400757,-2.29937744140625,23.119680404663086,26.962509155273438,23.560636520385742,8.022274017333984,-4.4513936042785645,1.8294532299041748,-3.1465988159179688,2.0,0.15635591745376587,0.1831139326095581,0.23045039176940918,0.3433544635772705,25.117204189300537
-3.1284499168395996,-1.4486627578735352,-2.1197433471679688,18.067306518554688,23.589628219604492,28.93377113342285,9.63564682006836,-1.4755711555480957,3.2367172241210938,-2.088132858276367,2.0,0.1826133131980896,0.133081316947937,0.21615982055664062,0.3494234085083008,7.66183066368103
-4.226383209228516,-2.342759847640991,-1.250630497932434,8.399500846862793,11.206502914428711,24.441390991210938,3.631824493408203,-5.816407680511475,3.5983829498291016,-4.094245433807373,2.0,0.31854647397994995,0.09215348958969116,0.1965334415435791,0.3568131923675537,71.09178304672241
-5.582040786743164,-1.3753776550292969,-1.7690640687942505,16.07943344116211,20.971019744873047,2.3167543411254883,30.605588912963867,-3.646808624267578,3.082202434539795,-2.2375316619873047,1.0,0.15035468339920044,0.19751572608947754,0.24630951881408691,0.3466179370880127,11.95976996421814
-1.9403362274169922,-0.039670467376708984,-0.20671343803405762,22.693557739257812,19.19770050048828,25.276145935058594,21.357698440551758,-1.1868386268615723,3.9698283672332764,-2.5324137210845947,2.0,0.24089860916137695,0.01170569658279419,0.24707317352294922,0.345611572265625,5.657347202301025
-1.6333503723144531,-2.517383575439453,-0.9261865615844727,3.8159666061401367,22.219675064086914,30.803667068481445,15.048340797424316,-3.9800174236297607,1.6403753757476807,-3.6254944801330566,2.0,0.153636634349823,0.18571871519088745,0.3829915523529053,0.39191246032714844,41.727248430252075
-4.699001312255859,-0.2242114543914795,-2.536452293395996,26.006256103515625,18.82590675354004,15.03346061706543,29.679046630859375,-1.3679800033569336,1.7419893741607666,-4.5115156173706055,2.0,0.2489224672317505,0.0,0.23463845252990723,0.3497927188873291,13.49531888961792
-2.5119590759277344,-0.8980984687805176,-0.7651875019073486,20.962095260620117,5.663992404937744,4.611827373504639,27.994686126708984,-3.6968331336975098,3.2462854385375977,-3.7920918464660645,2.0,0.15025514364242554,0.193395733833313,0.21123433113098145,0.3681299686431885,40.50350332260132
-3.7174603939056396,-1.7495918273925781,-1.0076491832733154,21.37113380432129,23.092559814453125,25.426881790161133,19.793601989746094,-5.4016828536987305,3.9052021503448486,-3.3453712463378906,2.0,0.20065027475357056,0.05794656276702881,0.22092628479003906,0.3361225128173828,87.5828914642334
-2.337512731552124,-2.782886505126953,-2.457061290740967,29.948318481445312,13.013190269470215,10.97944164276123,27.554174423217773,-4.5319414138793945,1.3512799739837646,-4.756143569946289,2.0,0.15184646844863892,0.18781805038452148,0.47373366355895996,0.37889742851257324,66.17201209068298
-4.254281520843506,-2.6427128314971924,-1.3726152181625366,28.276119232177734,26.7759952545166,17.53530502319336,20.546966552734375,-3.7460618019104004,3.3738605976104736,-2.855130195617676,2.0,0.15118306875228882,0.1765613555908203,0.36533522605895996,0.38173985481262207,23.34045672416687
-3.548672676086426,-1.6683130264282227,-1.3583091497421265,21.137710571289062,25.3746395111084,22.37562370300293,7.150744915008545,-1.9461040496826172,2.940803050994873,-3.7115061283111572,2.0,0.15171360969543457,0.17405647039413452,0.2000582218170166,0.3887007236480713,12.380223751068115
-4.395794868469238,-2.258053779602051,-0.07816171646118164,4.244246482849121,6.244737148284912,8.574877738952637,6.127066612243652,-2.490216016769409,2.2355728149414062,-3.887632131576538,1.0,0.15413379669189453,0.2041933536529541,0.20147299766540527,0.36887335777282715,32.69663095474243
-4.515756130218506,-2.053191661834717,-1.5091863870620728,25.60249137878418,31.510379791259766,30.00725555419922,14.311705589294434,-5.450563430786133,3.9819107055664062,-3.673696517944336,2.0,0.2189508080482483,0.08568722009658813,0.2667112350463867,0.35944437980651855,142.82051467895508
-1.8490777015686035,-1.034972906112671,-1.4853041172027588,19.64519500732422,26.38105010986328,6.9105095863342285,28.2676944732666,-5.2198052406311035,3.5245862007141113,-4.099514484405518,2.0,0.23241156339645386,0.03476375341415405,0.22408056259155273,0.4015340805053711,82.27779340744019
-4.550065517425537,-0.6947264671325684,-0.6935021877288818,5.771557331085205,24.63991928100586,27.567138671875,5.746624946594238,-4.53087043762207,1.433400273323059,-4.143287658691406,2.0,0.18473601341247559,0.10390108823776245,0.21479439735412598,0.3633391857147217,35.29569125175476
-3.024857521057129,-2.7128589153289795,-1.1402945518493652,28.132240295410156,6.633162975311279,12.007551193237305,30.55523681640625,-3.0547592639923096,1.4171380996704102,-2.9812419414520264,1.0,0.14969152212142944,0.19571059942245483,0.2605619430541992,0.36713457107543945,13.418843746185303
-5.688776016235352,-2.254101037979126,-1.729427456855774,31.494884490966797,2.7495365142822266,9.95637321472168,9.717164993286133,-2.0145556926727295,2.9157633781433105,-3.4167394638061523,2.0,0.15608996152877808,0.17433083057403564,0.25199460983276367,0.3943166732788086,22.141107082366943
-3.584191083908081,-2.856705904006958,-0.18438196182250977,26.621429443359375,18.78418731689453,2.685688018798828,11.318836212158203,-4.417028903961182,1.680153727531433,-4.793950080871582,1.0,0.14591169357299805,0.19543170928955078,0.2165369987487793,0.39943456649780273,181.75541138648987
-4.798279762268066,-1.9126259088516235,-1.2710745334625244,21.63528823852539,30.801124572753906,20.179656982421875,3.8630528450012207,-4.8349223136901855,2.6773934364318848,-3.2422757148742676,2.0,0.16517454385757446,0.2126983404159546,0.20420479774475098,0.41799163818359375,60.27502918243408
-3.1681976318359375,-2.18818998336792,-0.9131553173065186,24.233869552612305,3.2704920768737793,30.252851486206055,11.36415958404541,-4.024527549743652,2.1548171043395996,-4.395685195922852,1.0,0.1490945816040039,0.1887747049331665,0.21404623985290527,0.3549947738647461,90.73969340324402
-5.372410774230957,-2.9530866146087646,-0.6076226234436035,31.105194091796875,30.95864486694336,21.63782501220703,28.565406799316406,-5.196789264678955,3.2052810192108154,-2.892592430114746,1.0,0.19338911771774292,0.09744995832443237,0.19713759422302246,0.3451700210571289,110.34442496299744
-2.720613479614258,-1.2823312282562256,-2.884281873703003,7.278521537780762,12.327122688293457,8.172491073608398,31.372833251953125,-1.7458901405334473,3.7480621337890625,-3.331437587738037,2.0,0.15383541584014893,0.16763299703598022,0.21979069709777832,0.4114670753479004,13.347563982009888
-1.4738669395446777,-0.8523526191711426,-2.8829355239868164,23.514877319335938,20.18752098083496,5.848654270172119,21.44833755493164,-5.791612148284912,2.2613987922668457,-2.713210105895996,2.0,0.2958693504333496,0.09082502126693726,0.21967148780822754,0.37742114067077637,10.083898067474365
-2.0424468517303467,-2.3154854774475098,-0.1315007209777832,7.305426597595215,11.263655662536621,2.8526861667633057,14.771410942077637,-2.4708516597747803,2.89957594871521,-3.130546808242798,2.0,0.15184658765792847,0.18490350246429443,0.28496479988098145,0.39641714096069336,14.865163564682007
-2.643179416656494,-2.237330198287964,-2.064514398574829,26.70874786376953,22.891193389892578,26.90595245361328,16.10739517211914,-4.524721145629883,1.2186319828033447,-2.684021472930908,2.0,0.1696174144744873,0.16705113649368286,0.20808839797973633,0.3854830265045166,18.416149854660034
-2.3215994834899902,-1.7339388132095337,-2.523665189743042,4.417296409606934,23.596906661987305,31.026138305664062,12.343018531799316,-5.671786785125732,1.6615900993347168,-4.965412616729736,2.0,0.2549564242362976,0.012511193752288818,0.21167516708374023,0.38809704780578613,47.16913414001465
-1.8548669815063477,-2.1136715412139893,-0.6718761920928955,18.676834106445312,25.13796615600586,21.216049194335938,11.052947998046875,-1.4029498100280762,1.0405141115188599,-4.157601833343506,1.0,0.16093051433563232,0.16804909706115723,0.236860990524292,0.3587934970855713,14.371978998184204
-5.881692886352539,-0.43876194953918457,-1.3339056968688965,7.65698766708374,21.911846160888672,20.5078182220459,24.967164993286133,-4.5439581871032715,3.440004348754883,-4.774747848510742,1.0,0.14896219968795776,0.18324220180511475,0.2124927043914795,0.3857862949371338,128.84084248542786
-2.3056583404541016,-0.020900964736938477,-1.5291723012924194,8.541267395019531,27.06568717956543,15.666244506835938,30.637807846069336,-3.779585123062134,2.930274486541748,-4.6682329177856445,2.0,0.15171313285827637,0.1849542260169983,0.232560396194458,0.36776256561279297,46.26824593544006
-3.7629294395446777,-2.6915292739868164,-2.0492024421691895,30.060504913330078,14.568221092224121,13.134614944458008,21.86513900756836,-5.420909404754639,1.1759905815124512,-3.837829828262329,2.0,0.20529192686080933,0.06115227937698364,0.2259070873260498,0.36461305618286133,65.77658796310425
-1.9976696968078613,-1.089769721031189,-0.06147599220275879,27.338228225708008,29.714649200439453,4.845168113708496,2.197361707687378,-5.540901184082031,2.1666934490203857,-4.01781702041626,2.0,0.23950672149658203,0.015235722064971924,0.3249363899230957,0.38728857040405273,3904.726354598999
-3.112239360809326,-1.9325428009033203,-0.26105284690856934,17.000930786132812,21.316991806030273,18.93590545654297,7.391552925109863,-2.7504632472991943,1.1324645280838013,-4.726912975311279,1.0,0.14667433500289917,0.1907234787940979,0.2574880123138428,0.7228221893310547,24.29693913459778
-2.1587138175964355,-0.6863255500793457,-0.8641626834869385,9.086523056030273,28.14814567565918,10.448450088500977,10.952152252197266,-5.396627426147461,3.750436782836914,-3.03497576713562,2.0,0.25190621614456177,0.023702144622802734,0.26187849044799805,0.4523353576660156,34.65545892715454
-4.950724124908447,-1.446108102798462,-1.376315951347351,25.899526596069336,10.655779838562012,26.292875289916992,14.727161407470703,-5.335634708404541,1.1102126836776733,-4.81700325012207,1.0,0.15930622816085815,0.18688732385635376,0.33773064613342285,0.4493415355682373,216.40717887878418
-4.7012128829956055,-0.33966708183288574,-1.4941084384918213,30.13395118713379,2.991034507751465,9.936956405639648,23.268802642822266,-1.8111791610717773,2.0908007621765137,-2.5174736976623535,2.0,0.2489224672317505,0.0,0.7567992210388184,0.7970130443572998,8.983065366744995
-3.8797802925109863,-2.867882251739502,-1.2979356050491333,10.684674263000488,18.9195499420166,15.248260498046875,16.356857299804688,-1.3312535285949707,3.9672622680664062,-2.2457823753356934,2.0,0.17054349184036255,0.17292410135269165,0.2569279670715332,0.5008528232574463,10.102854490280151
-1.4474334716796875,-1.3494845628738403,-0.4766089916229248,4.965978145599365,2.1919169425964355,18.14297103881836,27.543750762939453,-3.8234643936157227,1.3029842376708984,-3.2431399822235107,2.0,0.15343797206878662,0.1876741647720337,0.24542808532714844,0.6926994323730469,19.16065740585327
-5.362131595611572,-0.09337282180786133,-1.99276602268219,16.537843704223633,14.934728622436523,12.963785171508789,18.248477935791016,-5.053266525268555,2.0108182430267334,-3.7704169750213623,2.0,0.17418897151947021,0.1538739800453186,0.25692129135131836,0.4741654396057129,50.96926403045654
-4.8150634765625,-0.17044305801391602,-0.9151687622070312,24.184776306152344,22.669754028320312,28.749311447143555,9.502298355102539,-4.421635627746582,3.49191951751709,-3.6479527950286865,2.0,0.15065288543701172,0.18384724855422974,0.3275890350341797,0.7716305255889893,70.04081010818481
-2.086127758026123,-2.850594997406006,-2.71085524559021,26.368677139282227,27.871017456054688,18.553285598754883,16.709331512451172,-3.616201162338257,2.034339666366577,-2.338127613067627,2.0,0.1526421308517456,0.18333327770233154,0.3496224880218506,0.44354891777038574,14.265519857406616
-5.284960746765137,-0.27228212356567383,-2.8600385189056396,5.461894989013672,17.974536895751953,16.130203247070312,23.486835479736328,-3.386505365371704,3.9662532806396484,-4.55152702331543,1.0,0.15065288543701172,0.184687077999115,0.2740797996520996,0.5176246166229248,60.690380334854126
-5.466858863830566,-1.985023021697998,-2.9499893188476562,5.882896423339844,17.261751174926758,15.390495300292969,23.9268741607666,-4.2198638916015625,2.6774890422821045,-2.795942783355713,1.0,0.15562623739242554,0.20675379037857056,0.2735276222229004,0.45726966857910156,32.57000994682312
-2.087797164916992,-1.36935293674469,-1.4176814556121826,13.782371520996094,29.33193016052246,15.899579048156738,4.14255428314209,-2.1599488258361816,3.2310776710510254,-2.6203131675720215,1.0,0.1563549041748047,0.18995553255081177,0.2748396396636963,0.45855140686035156,15.016737699508667
-2.2544453144073486,-1.5808316469192505,-0.31290149688720703,21.4121036529541,2.5756075382232666,2.823390007019043,26.999996185302734,-2.442345380783081,1.3676546812057495,-3.1805081367492676,1.0,0.15038776397705078,0.19394350051879883,0.2720921039581299,0.4608430862426758,20.190235137939453
-5.329988956451416,-1.7368909120559692,-1.7889456748962402,14.730276107788086,23.336637496948242,13.781929969787598,5.223697185516357,-5.336571216583252,2.6759822368621826,-3.869178533554077,2.0,0.20714813470840454,0.06185448169708252,0.3353879451751709,0.4445507526397705,74.09261345863342
-5.203951358795166,-0.09891200065612793,-0.8122100830078125,30.376413345336914,24.370697021484375,11.272661209106445,19.05843734741211,-2.3019015789031982,2.1814918518066406,-3.893535614013672,2.0,0.17399334907531738,0.16498279571533203,0.28966641426086426,0.5261504650115967,45.82189607620239
-5.804451942443848,-2.9098258018493652,-2.191542863845825,3.158458709716797,31.772279739379883,25.174081802368164,9.177959442138672,-1.8712167739868164,3.5913004875183105,-2.904930591583252,2.0,0.15960454940795898,0.16938358545303345,0.37847065925598145,0.728125810623169,16.9756863117218
-4.697434425354004,-1.6253981590270996,-1.4605941772460938,31.418540954589844,19.479835510253906,7.7263503074646,28.594688415527344,-2.2517361640930176,2.088247060775757,-4.651034355163574,2.0,0.14912784099578857,0.18309825658798218,0.2957651615142822,0.5710434913635254,32.28085446357727
-2.638482093811035,-0.6708979606628418,-1.9549251794815063,4.018439769744873,10.353612899780273,19.70331573486328,7.328120708465576,-5.748321056365967,3.1308979988098145,-4.797400951385498,2.0,0.2489224672317505,0.0,0.285693883895874,0.55599045753479,65.59124398231506
-2.218010187149048,-2.7527239322662354,-2.1342806816101074,25.647226333618164,21.809484481811523,22.586706161499023,26.055126190185547,-4.898313999176025,1.5161280632019043,-2.122417688369751,1.0,0.21407735347747803,0.0374680757522583,0.2871358394622803,0.4794619083404541,33.487470865249634
-3.814558506011963,-0.716109037399292,-0.9448859691619873,10.978170394897461,18.4119815826416,7.069326400756836,16.767562866210938,-1.5176777839660645,2.7888951301574707,-2.72451114654541,1.0,0.15267562866210938,0.1891654133796692,0.6804025173187256,1.5589535236358643,14.228989601135254
-3.860037326812744,-0.1401224136352539,-0.426516056060791,11.848913192749023,3.284125566482544,13.429959297180176,31.321430206298828,-1.6215124130249023,1.2719136476516724,-4.869405269622803,1.0,0.15310651063919067,0.17851191759109497,0.2720763683319092,0.7065885066986084,16.7813401222229
-1.9733600616455078,-1.2604234218597412,-2.397836446762085,22.791587829589844,14.198077201843262,3.9559617042541504,2.167729377746582,-2.64670467376709,1.4411205053329468,-3.304172992706299,1.0,0.14839839935302734,0.17635321617126465,0.28995347023010254,0.5788102149963379,16.681769847869873
-1.9322175979614258,-2.8442881107330322,-1.6462359428405762,14.782489776611328,25.175065994262695,10.138043403625488,14.246665954589844,-5.9553070068359375,3.7833328247070312,-4.452010154724121,2.0,0.2489224672317505,0.0,0.3509645462036133,0.5311374664306641,88.79429721832275
-4.4291510581970215,-0.8631706237792969,-1.8409984111785889,3.078831672668457,20.612821578979492,16.507638931274414,23.256113052368164,-4.289793491363525,2.6631252765655518,-4.096229076385498,2.0,0.1862611174583435,0.12562435865402222,0.27468228340148926,0.5948045253753662,67.71580243110657
-4.249302864074707,-1.6395833492279053,-2.3117005825042725,30.771770477294922,26.350378036499023,9.691929817199707,21.687484741210938,-3.8355958461761475,3.3217594623565674,-4.015682220458984,2.0,0.14879626035690308,0.19717741012573242,0.28887081146240234,0.5078146457672119,78.1395468711853
-5.6602888107299805,-0.10092639923095703,-2.7643675804138184,22.054405212402344,8.728775024414062,5.041980743408203,22.943208694458008,-1.3659858703613281,1.7705646753311157,-4.6939873695373535,2.0,0.2990550994873047,0.0,0.3975217342376709,0.6370282173156738,3.8822154998779297
-1.9018239974975586,-1.352622389793396,-0.2875535488128662,9.30885124206543,18.740629196166992,9.178627014160156,17.32569122314453,-5.605744361877441,2.1490888595581055,-3.686082124710083,2.0,0.29162508249282837,0.055369019508361816,0.2692728042602539,0.5286331176757812,57.7151095867157
-3.7461233139038086,-0.9038515090942383,-2.1616954803466797,24.63798713684082,31.311538696289062,11.996635437011719,9.64052963256836,-1.7581768035888672,1.3652238845825195,-3.10300350189209,2.0,0.15171396732330322,0.19056755304336548,0.28781580924987793,0.6350924968719482,10.237778663635254
