hidden_layers_n,h1_size,h2_size,h3_size,h4_size,alpha,learning_rate_init,beta_1,beta_2,tol,source,msc,dsp,model_update_time,acquisition_time,query_time
-4.133440971374512,-2.623359441757202,-0.587285041809082,31.978124618530273,15.900382995605469,19.595720291137695,19.353836059570312,-1.1844792366027832,1.251920461654663,-3.315553665161133,1.0,0.1656394600868225,0.15475505590438843,0.39949655532836914,0.4736363887786865,35.150442600250244
-1.5300631523132324,-0.6899533271789551,-1.8168926239013672,26.139402389526367,28.707223892211914,6.03687047958374,5.283736228942871,-4.75902795791626,1.650861144065857,-3.563746213912964,2.0,0.1572834849357605,0.19731128215789795,0.3247973918914795,0.7098660469055176,257.8722426891327
-2.8091177940368652,-1.6235907077789307,-1.5762308835983276,9.201471328735352,21.32351303100586,26.294307708740234,12.698162078857422,-2.7664780616760254,1.9518040418624878,-3.104072332382202,1.0,0.15058648586273193,0.19645076990127563,0.2531723976135254,0.9085030555725098,26.07141900062561
-1.5694246292114258,-1.4014579057693481,-1.7300055027008057,15.366878509521484,5.477827548980713,14.282806396484375,3.2525014877319336,-4.098480701446533,2.955111026763916,-4.108460426330566,1.0,0.1481994390487671,0.19241958856582642,0.3021848201751709,0.8414783477783203,120.55931305885315
-2.6117355823516846,-1.062239170074463,-0.1813673973083496,26.06782341003418,18.093753814697266,11.964033126831055,9.01107406616211,-5.915534973144531,2.327925205230713,-3.8938770294189453,1.0,0.27226322889328003,0.05184215307235718,0.5499603748321533,0.8627011775970459,248.9465298652649
-3.36422061920166,-1.9212086200714111,-1.9828215837478638,29.861663818359375,15.600042343139648,8.422508239746094,19.41526222229004,-5.119132995605469,1.930303692817688,-4.805092811584473,2.0,0.176447331905365,0.13273102045059204,0.19628620147705078,0.38095736503601074,96.55901288986206
-2.121103286743164,-0.5353851318359375,-0.9880475997924805,17.94590950012207,17.167152404785156,15.477912902832031,7.306405544281006,-4.284172058105469,1.1589590311050415,-4.64947509765625,1.0,0.15098434686660767,0.1884804368019104,0.23982930183410645,0.38270020484924316,81.39231777191162
-5.296875953674316,-0.7428419589996338,-1.833842158317566,27.550182342529297,28.55527114868164,19.159048080444336,11.866384506225586,-4.988203525543213,1.940852165222168,-4.880390167236328,2.0,0.16610288619995117,0.1855696439743042,0.22684168815612793,0.6013336181640625,94.41842031478882
-4.51130485534668,-0.260486364364624,-1.5474177598953247,19.014846801757812,28.863962173461914,13.075621604919434,16.222537994384766,-3.736114978790283,3.1962640285491943,-4.657467842102051,1.0,0.146276593208313,0.1869584321975708,0.3084084987640381,0.3725764751434326,132.71159529685974
-4.226907730102539,-1.1645056009292603,-2.2329254150390625,4.373136520385742,15.95561408996582,14.69847583770752,27.1167049407959,-5.725949764251709,3.3656601905822754,-4.541439533233643,2.0,0.24302107095718384,0.011495649814605713,0.341968297958374,0.33646631240844727,58.962859869003296
-3.8788552284240723,-1.6409507989883423,-0.9602553844451904,26.128938674926758,7.993224620819092,16.546937942504883,12.160201072692871,-3.512578010559082,1.7774548530578613,-4.2554850578308105,1.0,0.145746111869812,0.20269864797592163,0.1963672637939453,0.8331875801086426,65.20691275596619
-5.132091999053955,-1.6455984115600586,-2.8125061988830566,30.595943450927734,16.9563045501709,7.301084518432617,7.549427032470703,-1.034013271331787,1.0262205600738525,-4.750138282775879,2.0,0.1766452193260193,0.14579182863235474,0.25111961364746094,0.37394022941589355,10.293010234832764
-2.33791446685791,-1.2064740657806396,-1.8178799152374268,14.717329978942871,4.7890448570251465,28.407455444335938,17.70713233947754,-1.982311725616455,2.7760660648345947,-3.197516441345215,2.0,0.15609043836593628,0.19131064414978027,0.19824504852294922,0.36983513832092285,12.88930344581604
-4.224227428436279,-1.6476467847824097,-2.167059898376465,27.968687057495117,6.241506099700928,18.216386795043945,9.589705467224121,-3.191368341445923,3.8748457431793213,-3.06284236907959,2.0,0.15124988555908203,0.19060778617858887,0.2473454475402832,0.366422176361084,23.582355737686157
-5.154896259307861,-0.5238537788391113,-1.5201624631881714,30.312204360961914,30.942014694213867,30.266319274902344,9.073749542236328,-4.665813446044922,2.643381118774414,-3.6964468955993652,2.0,0.14945918321609497,0.18328088521957397,0.27997446060180664,0.38707542419433594,119.84344434738159
-1.0296292304992676,-1.274681806564331,-2.8359720706939697,3.6989612579345703,19.427520751953125,17.77230453491211,17.197513580322266,-4.6390581130981445,1.209897518157959,-4.2474260330200195,2.0,0.1694183349609375,0.19326096773147583,0.19614744186401367,0.38640928268432617,35.32759475708008
-1.2554426193237305,-1.4603451490402222,-1.677100419998169,11.340750694274902,18.272361755371094,18.584630966186523,17.352161407470703,-5.973458766937256,2.10148286819458,-2.8859593868255615,1.0,0.29845505952835083,0.07788783311843872,0.2061173915863037,0.35831665992736816,35.58490967750549
-5.441995143890381,-1.5354927778244019,-2.787473201751709,11.376473426818848,18.90000343322754,11.127062797546387,16.68931770324707,-1.965507984161377,3.7134439945220947,-4.485819339752197,2.0,0.17081111669540405,0.25159239768981934,0.20579314231872559,0.3587992191314697,10.696739435195923
-5.697048187255859,-2.8241143226623535,-1.0782346725463867,11.397659301757812,10.213361740112305,10.746936798095703,28.605083465576172,-1.9320883750915527,3.90639066696167,-4.488773345947266,2.0,0.17081153392791748,0.16034799814224243,0.19997429847717285,0.3614509105682373,13.325551748275757
-4.127223014831543,-2.1657328605651855,-2.028646469116211,7.183351993560791,6.406816005706787,30.50979995727539,10.464252471923828,-2.222201347351074,3.196558952331543,-3.2177646160125732,2.0,0.15741604566574097,0.18711107969284058,0.19036316871643066,0.35080933570861816,13.02091097831726
-1.3136496543884277,-0.8079414367675781,-2.0526018142700195,19.252656936645508,15.644583702087402,30.428024291992188,25.45611572265625,-1.5611271858215332,3.9560093879699707,-2.9207990169525146,2.0,0.19130241870880127,0.2209886908531189,0.1967010498046875,0.3422963619232178,12.127207040786743
-2.678316116333008,-0.8193621635437012,-0.8122265338897705,14.422197341918945,16.194551467895508,10.590372085571289,4.877367973327637,-1.2843146324157715,3.499100685119629,-2.2927441596984863,1.0,0.15648788213729858,0.22428810596466064,0.47457051277160645,0.3399345874786377,10.512976884841919
-4.797582626342773,-1.8408608436584473,-0.489992618560791,18.517723083496094,20.502351760864258,18.101003646850586,6.572451114654541,-5.0014777183532715,1.2633485794067383,-4.132788181304932,1.0,0.16225695610046387,0.18980515003204346,0.2878239154815674,0.6509218215942383,79.92602372169495
-4.552149772644043,-1.0797423124313354,-1.6271411180496216,31.396549224853516,27.92445182800293,21.19309425354004,7.559542655944824,-1.3358187675476074,1.2008000612258911,-2.0020532608032227,2.0,0.17426007986068726,0.20008307695388794,0.18875885009765625,0.36501073837280273,7.4710540771484375
-4.3206610679626465,-1.210007905960083,-0.5250401496887207,23.34160614013672,27.013992309570312,3.2139439582824707,17.50239372253418,-5.044824123382568,2.8377630710601807,-3.6993987560272217,2.0,0.17047971487045288,0.1317291259765625,0.7775893211364746,1.349747896194458,69.0306441783905
-3.273703098297119,-1.167436122894287,-0.7971527576446533,15.421989440917969,7.906846523284912,12.514269828796387,22.238975524902344,-3.867746114730835,2.5180158615112305,-3.9323019981384277,2.0,0.14813309907913208,0.17749112844467163,0.22287821769714355,0.3375844955444336,52.1375093460083
-5.5994462966918945,-0.5520157814025879,-1.1623529195785522,17.688350677490234,21.08675765991211,9.007426261901855,23.2711181640625,-4.171205520629883,2.12203049659729,-2.45700740814209,1.0,0.1549297571182251,0.20213109254837036,0.22188305854797363,0.35604143142700195,16.623365879058838
-4.005685329437256,-1.9199151992797852,-0.2828235626220703,27.67287826538086,6.81805419921875,2.107307195663452,30.724254608154297,-5.162911415100098,1.3422497510910034,-4.1167707443237305,2.0,0.1796301007270813,0.12702900171279907,0.1898651123046875,0.35616350173950195,69.94611644744873
-2.382530689239502,-1.2035554647445679,-1.5556937456130981,11.207892417907715,31.59560775756836,25.910375595092773,5.1353254318237305,-4.060107231140137,3.0595099925994873,-2.1954824924468994,2.0,0.16782736778259277,0.16775894165039062,0.24877238273620605,0.37311506271362305,13.584437131881714
-2.6046478748321533,-2.1094143390655518,-1.68486750125885,12.936299324035645,22.528614044189453,9.954751968383789,25.90118408203125,-3.9497690200805664,3.2686216831207275,-2.6647982597351074,1.0,0.1497907042503357,0.19629883766174316,0.21767783164978027,0.369854211807251,20.065627813339233
-3.7101855278015137,-0.07219409942626953,-1.0966485738754272,9.063045501708984,16.646005630493164,22.87105369567871,6.810321807861328,-4.457109451293945,1.7943898439407349,-4.618074417114258,2.0,0.14939308166503906,0.18574345111846924,0.19054174423217773,0.36387014389038086,48.98599314689636
-3.1576685905456543,-0.6020703315734863,-0.3356797695159912,30.15623664855957,16.465370178222656,16.375526428222656,11.553107261657715,-2.3675026893615723,3.072995185852051,-2.051915168762207,2.0,0.14766854047775269,0.16166210174560547,0.21428799629211426,0.3498570919036865,8.046803712844849
-4.802242755889893,-0.2631101608276367,-1.3346697092056274,31.149581909179688,7.418573379516602,20.887651443481445,30.358842849731445,-3.745551347732544,2.9351329803466797,-4.8271260261535645,2.0,0.14873015880584717,0.19468659162521362,0.22136783599853516,0.38715696334838867,103.2101628780365
-1.8554630279541016,-2.913384199142456,-0.05837440490722656,13.62785530090332,11.117379188537598,17.584640502929688,10.094985961914062,-1.895148754119873,3.455998659133911,-2.231414556503296,2.0,0.16172665357589722,0.22009432315826416,0.21852493286132812,0.41982007026672363,6.0630879402160645
-5.7861008644104,-1.8774086236953735,-0.5121848583221436,28.394704818725586,20.565990447998047,6.552126407623291,23.663528442382812,-3.9750564098358154,3.3448312282562256,-3.128530979156494,2.0,0.15045428276062012,0.18960177898406982,0.21291184425354004,0.41501688957214355,37.21271824836731
-2.2100272178649902,-1.5253281593322754,-1.9852300882339478,19.306228637695312,21.3586368560791,7.343062400817871,23.65027618408203,-3.673957109451294,2.6956257820129395,-4.970142841339111,2.0,0.14906102418899536,0.18192893266677856,0.2625749111175537,0.46489858627319336,53.928680181503296
-3.871647596359253,-0.06293892860412598,-0.34304094314575195,8.39274787902832,5.009864807128906,31.8498477935791,15.267110824584961,-4.0192551612854,3.4433772563934326,-3.0554332733154297,1.0,0.1507853865623474,0.18634963035583496,0.2308509349822998,0.40518951416015625,28.99446988105774
-4.807572841644287,-0.3645789623260498,-0.6796860694885254,8.703758239746094,21.28192138671875,2.730104923248291,23.162885665893555,-1.728919506072998,3.8227787017822266,-3.1850085258483887,2.0,0.14998960494995117,0.19159859418869019,0.22190213203430176,0.40883946418762207,16.189335107803345
-4.338117599487305,-1.844130039215088,-0.3723623752593994,5.6393632888793945,19.58008575439453,7.393290996551514,25.64257049560547,-5.864168167114258,2.08589768409729,-4.637992858886719,2.0,0.38445669412612915,0.13053977489471436,0.22413372993469238,0.40064263343811035,50.69722867012024
-1.8637194633483887,-0.8095242977142334,-0.2718231678009033,22.747432708740234,17.794103622436523,28.894779205322266,3.28078556060791,-5.386680603027344,3.1660571098327637,-3.3060317039489746,2.0,0.19905883073806763,0.05910491943359375,0.21021366119384766,0.6420855522155762,80.93933892250061
-2.419905185699463,-2.9526805877685547,-1.537660837173462,8.125411033630371,28.523908615112305,13.250770568847656,12.647686958312988,-1.393498420715332,2.388798236846924,-3.3391430377960205,2.0,0.16431206464767456,0.1293005347251892,0.21041584014892578,0.352764368057251,9.760505199432373
-5.668643474578857,-0.43514108657836914,-0.785313606262207,25.771480560302734,7.299946308135986,14.96986198425293,6.1337080001831055,-2.08642840385437,2.2472245693206787,-3.165266513824463,2.0,0.15304040908813477,0.19858509302139282,0.20735430717468262,0.38083767890930176,21.81337809562683
-1.2436609268188477,-2.8667688369750977,-0.47139811515808105,17.16091537475586,20.424701690673828,16.44693374633789,7.971889019012451,-1.6741042137145996,1.185205340385437,-2.7782065868377686,2.0,0.15801101922988892,0.19222885370254517,0.7926135063171387,0.6341068744659424,6.933285474777222
-3.9167401790618896,-0.7993338108062744,-0.6801702976226807,18.02657699584961,19.059083938598633,5.940990447998047,16.198314666748047,-5.458314895629883,1.918025016784668,-3.3197195529937744,1.0,0.1786353588104248,0.13681679964065552,0.5244665145874023,0.38440442085266113,110.95703601837158
-3.059741497039795,-1.9730238914489746,-0.5139493942260742,10.220637321472168,13.998844146728516,19.124465942382812,8.194487571716309,-2.4998440742492676,3.940049648284912,-2.009162664413452,1.0,0.15005630254745483,0.18845564126968384,0.25545477867126465,0.45853590965270996,13.17204475402832
-5.558523654937744,-0.36994194984436035,-0.7200875282287598,9.525101661682129,30.077877044677734,23.433242797851562,16.295024871826172,-4.732610702514648,3.2411184310913086,-4.883049011230469,1.0,0.15187948942184448,0.2019539475440979,0.3762195110321045,2.1348860263824463,164.69194293022156
-2.2071456909179688,-2.4067869186401367,-0.7137625217437744,15.677942276000977,25.45725440979004,9.271932601928711,28.14956283569336,-5.5724873542785645,3.761991500854492,-4.252922058105469,1.0,0.22962665557861328,0.021906375885009766,0.3294546604156494,1.0582680702209473,190.81398391723633
-1.6738219261169434,-1.0450518131256104,-2.979243516921997,16.222251892089844,7.871148109436035,17.21800994873047,2.6680831909179688,-1.032630443572998,2.4883313179016113,-3.440788745880127,2.0,0.24236184358596802,0.008750855922698975,0.25379180908203125,0.49734926223754883,4.102433919906616
-2.526679039001465,-1.6844863891601562,-0.8907101154327393,19.231189727783203,30.912431716918945,5.011890888214111,30.673242568969727,-5.915483474731445,2.243650436401367,-3.004826068878174,2.0,0.29142647981643677,0.06705856323242188,0.22086071968078613,0.48354196548461914,19.000669240951538
-3.4681174755096436,-0.07450628280639648,-0.6225011348724365,2.399868965148926,17.634552001953125,2.6862287521362305,28.98366928100586,-2.9855167865753174,1.4757661819458008,-4.736588001251221,1.0,0.15178006887435913,0.1738528609275818,0.23559904098510742,0.45670342445373535,39.857388734817505
-4.235101699829102,-1.7665348052978516,-2.997734546661377,14.3599214553833,2.9825234413146973,10.67441177368164,3.2901957035064697,-4.051067352294922,1.617928147315979,-4.818490505218506,1.0,0.14750325679779053,0.18793195486068726,0.255831241607666,0.6514632701873779,107.60291886329651
-4.177340984344482,-0.7497456073760986,-0.944598913192749,25.759811401367188,9.452417373657227,3.601433753967285,24.032428741455078,-5.659006118774414,2.0184121131896973,-2.8696906566619873,1.0,0.22239923477172852,0.04012244939804077,0.4321451187133789,0.468508243560791,114.14622497558594
-3.993344306945801,-1.7738536596298218,-0.02025008201599121,14.134045600891113,9.582293510437012,5.810886383056641,27.760211944580078,-4.3236188888549805,1.0884758234024048,-4.958076477050781,2.0,0.1528409719467163,0.18175286054611206,0.39706850051879883,0.49281764030456543,45.32411313056946
-2.0876152515411377,-1.4845141172409058,-0.6668620109558105,4.170925140380859,17.888940811157227,12.469276428222656,20.489320755004883,-1.0365371704101562,1.520108938217163,-2.0737695693969727,2.0,0.17790710926055908,0.19444596767425537,0.34058618545532227,0.49687719345092773,6.730809926986694
-2.711963415145874,-0.2752358913421631,-0.15616321563720703,27.74016571044922,29.728740692138672,10.351238250732422,6.933261871337891,-4.287405967712402,2.100238561630249,-2.959615707397461,1.0,0.1509842872619629,0.20445823669433594,0.23730230331420898,0.7112476825714111,65.53426384925842
-2.8750574588775635,-0.3188211917877197,-1.9204603433609009,7.210851669311523,29.64298439025879,6.820805549621582,9.469467163085938,-4.13804292678833,2.4212684631347656,-4.826267719268799,1.0,0.1487298607826233,0.19349080324172974,0.30739903450012207,1.0337436199188232,125.26695084571838
-2.213174343109131,-2.072463035583496,-1.4909716844558716,7.483959674835205,31.538427352905273,18.13977813720703,9.514970779418945,-4.705341815948486,3.879762649536133,-2.2988412380218506,2.0,0.2388436198234558,0.03209894895553589,0.2504308223724365,0.4990835189819336,13.347151756286621
-4.417283058166504,-2.9340615272521973,-1.5444389581680298,6.753644943237305,30.2711124420166,8.562681198120117,13.410399436950684,-5.460683822631836,3.5785129070281982,-3.271794319152832,2.0,0.23247802257537842,0.02364492416381836,0.2539207935333252,0.5154407024383545,82.2178406715393
-4.783385753631592,-1.1392831802368164,-1.6243274211883545,20.897668838500977,19.76831817626953,14.69702434539795,9.556763648986816,-5.063273906707764,1.408845067024231,-3.447720766067505,2.0,0.17969685792922974,0.21300804615020752,0.2663888931274414,0.5025768280029297,43.9804904460907
-5.890947341918945,-2.2433900833129883,-2.0315775871276855,30.857786178588867,21.522960662841797,7.38184928894043,26.251787185668945,-4.311748504638672,1.897900938987732,-3.5304789543151855,1.0,0.15274155139923096,0.19631415605545044,0.24865221977233887,0.5037374496459961,122.70039796829224
-2.641312837600708,-1.3086519241333008,-1.9405597448349,28.301029205322266,29.66555404663086,25.4290771484375,13.794197082519531,-4.48333740234375,3.3056249618530273,-2.3209292888641357,2.0,0.18347644805908203,0.11028540134429932,0.31377649307250977,0.47876644134521484,24.624419689178467
-1.851426124572754,-2.144564628601074,-2.513688325881958,28.49703598022461,22.969755172729492,15.557767868041992,27.50839614868164,-5.586428642272949,1.0004953145980835,-3.9009289741516113,1.0,0.1898084282875061,0.09358048439025879,0.2515594959259033,0.5174002647399902,139.03294563293457
-5.794787406921387,-1.2155802249908447,-1.7755014896392822,6.042824745178223,4.0406060218811035,3.284712791442871,11.142475128173828,-1.2347102165222168,3.944418430328369,-2.4698245525360107,2.0,0.1778397560119629,0.21014463901519775,0.3209042549133301,0.409895658493042,8.47993016242981
-1.1696410179138184,-0.4110088348388672,-1.6012221574783325,19.13232421875,3.786377191543579,16.199703216552734,4.280068874359131,-5.1353373527526855,2.410295009613037,-3.4147469997406006,1.0,0.1613284945487976,0.17897140979766846,0.22138571739196777,0.4033935070037842,105.29370188713074
-2.353501081466675,-0.8929727077484131,-2.8047518730163574,19.306419372558594,24.575164794921875,29.25407600402832,28.476064682006836,-5.651347637176514,2.5654327869415283,-3.5379486083984375,2.0,0.24428093433380127,0.009824514389038086,0.29555392265319824,0.3567485809326172,72.77187085151672
-4.284310340881348,-1.2582354545593262,-2.008406400680542,26.07845115661621,19.13648223876953,5.626343727111816,22.505727767944336,-4.477713108062744,3.175294876098633,-3.9178333282470703,2.0,0.15118342638015747,0.18079978227615356,0.2875645160675049,0.36157679557800293,102.28152108192444
-2.8410351276397705,-2.5583579540252686,-0.8442888259887695,13.479413986206055,19.11505699157715,9.893495559692383,30.666044235229492,-2.8302001953125,2.1103432178497314,-3.1112256050109863,2.0,0.14979058504104614,0.1691838502883911,0.22579669952392578,0.41529273986816406,11.112767219543457
-1.7234745025634766,-2.2216830253601074,-2.1038482189178467,9.789908409118652,2.189739227294922,23.369722366333008,28.89946937561035,-1.6827964782714844,2.976619005203247,-3.6652064323425293,2.0,0.17167341709136963,0.21016937494277954,0.21355414390563965,0.3918790817260742,10.740476846694946
-2.168041706085205,-0.27822303771972656,-0.09392547607421875,8.82804012298584,15.146015167236328,26.787065505981445,5.913037300109863,-1.1472930908203125,2.7193684577941895,-4.312989711761475,2.0,0.15960365533828735,0.18058353662490845,0.23520445823669434,0.3734748363494873,16.735071897506714
-1.545914649963379,-0.44057464599609375,-2.053168773651123,20.25235939025879,23.38504409790039,3.0685691833496094,24.553998947143555,-5.5320563316345215,3.339179277420044,-4.31587553024292,2.0,0.23214662075042725,0.03306013345718384,0.21691250801086426,0.37798643112182617,64.891108751297
-4.292779445648193,-1.4505375623703003,-0.2204570770263672,28.419086456298828,19.96999168395996,3.0579864978790283,19.79814338684082,-4.134535789489746,1.7670402526855469,-3.387525796890259,1.0,0.1487962007522583,0.1882975697517395,0.22547197341918945,0.3514988422393799,66.8359785079956
-1.9995036125183105,-2.028273344039917,-2.890260696411133,2.0224685668945312,30.970523834228516,24.126068115234375,8.779335021972656,-1.7916240692138672,3.6956825256347656,-2.6240713596343994,2.0,0.15768182277679443,0.16071563959121704,0.2268209457397461,0.4248237609863281,12.268012046813965
-4.359102249145508,-0.6219804286956787,-1.928513526916504,9.154123306274414,23.80002784729004,16.776960372924805,28.087858200073242,-2.848309278488159,3.260953903198242,-4.562805652618408,2.0,0.14707213640213013,0.1878281831741333,0.25220322608947754,0.37875843048095703,32.047956466674805
-5.067627906799316,-0.9377095699310303,-1.2977160215377808,26.421947479248047,20.301185607910156,4.5540852546691895,25.776247024536133,-2.1780831813812256,3.766488552093506,-3.87054181098938,1.0,0.15068626403808594,0.18445122241973877,0.22243237495422363,0.39478349685668945,34.69516563415527
-5.916640281677246,-0.44138574600219727,-1.5224529504776,25.57982635498047,12.094091415405273,17.392967224121094,13.627342224121094,-1.4945807456970215,2.3740005493164062,-2.273770809173584,2.0,0.17737466096878052,0.15889781713485718,0.29956722259521484,0.4548940658569336,9.538412809371948
-1.1811914443969727,-1.4784274101257324,-2.385444164276123,2.413811445236206,15.937887191772461,19.332561492919922,8.40873908996582,-4.970917701721191,2.833308696746826,-4.934803009033203,1.0,0.18112194538116455,0.17887061834335327,0.2350778579711914,0.3995835781097412,137.18855667114258
-4.2130842208862305,-0.4737107753753662,-1.2758506536483765,18.030357360839844,29.707441329956055,17.03460693359375,13.785552024841309,-1.3570733070373535,2.9587974548339844,-3.9631028175354004,2.0,0.16709858179092407,0.17841696739196777,0.3006019592285156,0.594463586807251,14.25619125366211
-3.662783622741699,-0.977907657623291,-0.8586342334747314,10.459507942199707,21.083467483520508,13.710570335388184,28.45977210998535,-3.6378777027130127,3.415264368057251,-3.382202386856079,2.0,0.1484646201133728,0.17931747436523438,0.4382903575897217,0.5656337738037109,28.974361419677734
-4.7583088874816895,-0.8869850635528564,-2.3122398853302,11.106871604919434,30.436307907104492,12.135991096496582,12.044647216796875,-4.987512588500977,2.0615034103393555,-2.5707590579986572,2.0,0.2263113260269165,0.02960604429244995,0.2582261562347412,0.5111737251281738,19.601533889770508
-3.1982228755950928,-0.4210939407348633,-1.9679183959960938,9.085485458374023,5.753449440002441,4.87196683883667,7.63407039642334,-1.6278114318847656,1.558293104171753,-3.446047782897949,2.0,0.21245640516281128,0.09128433465957642,0.2657785415649414,0.48511838912963867,9.685139179229736
-3.1027092933654785,-2.0104944705963135,-0.6638989448547363,6.701823711395264,24.083417892456055,24.676042556762695,12.34852123260498,-1.8132991790771484,3.2815937995910645,-3.188898801803589,2.0,0.15522843599319458,0.21051859855651855,0.2578740119934082,0.4548349380493164,13.74502968788147
-4.5537519454956055,-0.13785362243652344,-0.16000986099243164,19.158252716064453,20.41382598876953,12.952205657958984,15.990789413452148,-4.677134990692139,3.5923471450805664,-3.9064087867736816,2.0,0.15556007623672485,0.19212347269058228,0.2539095878601074,0.4665257930755615,87.49698853492737
