hidden_layers_n,h1_size,h2_size,h3_size,h4_size,alpha,learning_rate_init,beta_1,beta_2,tol,source,msc,dsp,model_update_time,acquisition_time,query_time
-4.323994159698486,-2.656635284423828,-1.494604468345642,16.71190643310547,22.898578643798828,9.47860336303711,19.59211540222168,-1.6744108200073242,2.654637336730957,-4.726791858673096,2.0,0.17810410261154175,0.1560569405555725,0.7202916145324707,1.5579142570495605,13.598583936691284
-4.41044807434082,-1.5479134321212769,-1.0902564525604248,24.655902862548828,21.159320831298828,7.077633857727051,25.5919246673584,-1.3013916015625,1.1728235483169556,-3.46379017829895,2.0,0.1750556230545044,0.15680289268493652,0.35352396965026855,0.9370744228363037,10.053025722503662
-3.244152784347534,-0.6553745269775391,-2.1623802185058594,14.394214630126953,7.727293491363525,7.851077079772949,3.8665246963500977,-5.384086608886719,3.3883070945739746,-3.136984348297119,1.0,0.18901276588439941,0.08995842933654785,0.40468263626098633,1.1079497337341309,148.58875060081482
-1.4726285934448242,-0.4467930793762207,-1.7883764505386353,7.131165981292725,25.85493278503418,20.128337860107422,19.76755714416504,-5.969734191894531,3.4907658100128174,-3.4990296363830566,2.0,0.27683883905410767,0.05766934156417847,0.4205806255340576,0.9577927589416504,81.46944403648376
-5.455521583557129,-1.2984778881072998,-0.1524062156677246,4.898781776428223,25.596485137939453,6.902292251586914,30.043001174926758,-3.717336654663086,3.507136583328247,-2.806131362915039,1.0,0.15174686908721924,0.2152954339981079,0.2676963806152344,0.6035451889038086,32.22984838485718
-3.0371196269989014,-2.4675111770629883,-2.3949575424194336,15.452372550964355,28.601030349731445,29.9507999420166,28.26104164123535,-3.9110217094421387,2.4022607803344727,-3.879517078399658,2.0,0.15098387002944946,0.18624907732009888,0.3225889205932617,0.7592437267303467,52.255096435546875
-1.25819730758667,-2.3871212005615234,-1.7999603748321533,3.1243700981140137,17.89999008178711,23.261442184448242,24.421186447143555,-4.057455539703369,1.9559552669525146,-4.611091613769531,2.0,0.1542336344718933,0.19568079710006714,0.24888253211975098,0.5218076705932617,54.74729561805725
-3.6752095222473145,-0.18666768074035645,-2.6326515674591064,26.91811752319336,21.831295013427734,19.088191986083984,24.730607986450195,-5.619563102722168,3.538756847381592,-2.845062255859375,1.0,0.1732974648475647,0.12715643644332886,0.269838809967041,0.5321459770202637,229.9664855003357
-1.4702939987182617,-2.6277358531951904,-0.8151397705078125,3.6223533153533936,24.45262908935547,9.94688892364502,6.351583480834961,-5.840570449829102,3.344834804534912,-2.3413352966308594,2.0,0.2755123972892761,0.03683346509933472,0.291919469833374,0.56797194480896,4.536653757095337
-5.364261627197266,-0.49934959411621094,-0.2772061824798584,5.548878192901611,15.415996551513672,26.400854110717773,25.8880615234375,-2.3885271549224854,3.1211252212524414,-2.1832118034362793,2.0,0.1499232053756714,0.1715274453163147,0.23649334907531738,0.544835090637207,6.154661178588867
-5.316479206085205,-1.0419853925704956,-1.7974687814712524,12.36198616027832,20.610965728759766,18.713207244873047,25.34835433959961,-3.3459105491638184,3.737460136413574,-2.571848154067993,1.0,0.15025454759597778,0.18971222639083862,0.25606608390808105,0.5282299518585205,18.953855276107788
-4.014225959777832,-0.5500802993774414,-2.1553454399108887,5.499070644378662,15.624686241149902,29.66014289855957,3.9532976150512695,-3.519613265991211,1.9903122186660767,-4.460888862609863,1.0,0.14836525917053223,0.19255441427230835,0.2643306255340576,0.5523974895477295,80.647047996521
-5.809837818145752,-2.8789401054382324,-0.02751946449279785,20.913772583007812,12.459236145019531,25.040756225585938,19.0886287689209,-5.995750427246094,1.8315761089324951,-4.2863688468933105,2.0,0.2560839056968689,0.08639085292816162,0.5345652103424072,0.6814224720001221,61.36532258987427
-2.547288417816162,-0.18057513236999512,-1.457659125328064,31.11578941345215,17.835800170898438,5.155574798583984,29.14636993408203,-5.081777572631836,2.7376747131347656,-4.3763861656188965,2.0,0.15516197681427002,0.2028188705444336,0.26949119567871094,0.43192291259765625,157.3094527721405
-2.870133638381958,-0.7290298938751221,-0.1367795467376709,11.589625358581543,19.402591705322266,22.513525009155273,19.270950317382812,-5.3866705894470215,1.6588785648345947,-2.9423129558563232,2.0,0.2463364601135254,0.06050676107406616,0.24077248573303223,0.46445441246032715,34.38993692398071
-5.899142742156982,-0.28577446937561035,-1.6564080715179443,30.420854568481445,23.810977935791016,10.772981643676758,5.059293746948242,-4.772124767303467,1.4617689847946167,-2.669647693634033,1.0,0.1582784652709961,0.16825544834136963,0.3022313117980957,0.400984525680542,49.853169202804565
-3.5894863605499268,-0.6836597919464111,-2.8379435539245605,26.89681053161621,28.827594757080078,22.060056686401367,25.48015022277832,-4.985606670379639,3.3507726192474365,-2.7132010459899902,1.0,0.16374897956848145,0.17823809385299683,0.24746060371398926,0.45549988746643066,132.18741297721863
