,Info_source,queried_configs_x_activation,queried_configs_x_alpha,queried_configs_x_learning_rate,queried_configs_x_n_layers,queried_configs_x_n_neurons_layer1,queried_configs_x_solver,queried_configs_x_n_neurons_layer2,queried_configs_x_n_neurons_layer3,queried_configs_x_n_neurons_layer4,queried_configs_y_mce,queried_configs_y_DSP,c_s,data_split_seed
228,AGPs,relu,4.164074663924751e-05,constant,4,29,adam,2.0,26.0,28.0,0.15326651038219594,0.1926607408399203,,
229,AGPs,logistic,0.3545761209691044,adaptive,2,3,sgd,31.0,,,0.24477842174677106,3.563815909046753e-15,,
230,AGPs,logistic,0.3545761209691044,adaptive,2,3,sgd,31.0,,,0.24477842174677106,3.563815909046753e-15,,
231,AGPs,logistic,0.4437541552758306,constant,3,2,sgd,2.0,31.0,,0.24477842174677106,3.563815909046753e-15,,
232,AGPs,logistic,0.4437541552758306,constant,3,2,sgd,2.0,31.0,,0.24477842174677106,3.563815909046753e-15,,
233,AGPs,logistic,0.004866907648648305,constant,4,2,sgd,2.0,4.0,29.0,0.24477842174677106,3.563815909046753e-15,,
234,AGPs,logistic,0.004866907648648305,constant,4,2,sgd,2.0,4.0,29.0,0.24477842174677106,3.563815909046753e-15,,
235,AGPs,logistic,0.3907811462553827,adaptive,2,31,adam,20.0,,,0.16188689787696414,0.19002916473964415,,
236,AGPs,logistic,0.3907811462553827,adaptive,2,31,adam,20.0,,,0.16188689787696414,0.19002916473964415,,
237,AGPs,logistic,0.4349391282018232,adaptive,4,5,sgd,5.0,2.0,32.0,0.24477842174677106,3.563815909046753e-15,,
238,AGPs,logistic,0.4349391282018232,adaptive,4,5,sgd,5.0,2.0,32.0,0.24477842174677106,3.563815909046753e-15,,
239,AGPs,logistic,1.1022069193623579e-05,adaptive,4,32,sgd,2.0,26.0,31.0,0.24477842174677106,3.563815909046753e-15,,
240,AGPs,logistic,1.1022069193623579e-05,adaptive,4,32,sgd,2.0,26.0,31.0,0.24477842174677106,3.563815909046753e-15,,
241,AGPs,logistic,6.784245806653554e-05,adaptive,4,19,sgd,32.0,10.0,30.0,0.24477842174677106,3.563815909046753e-15,,
242,AGPs,logistic,6.784245806653554e-05,adaptive,4,19,sgd,32.0,10.0,30.0,0.24477842174677106,3.563815909046753e-15,,
243,AGPs,logistic,0.4986396256313334,constant,2,4,sgd,14.0,,,0.24477842174677106,3.563815909046753e-15,,
244,AGPs,logistic,0.4986396256313334,constant,2,4,sgd,14.0,,,0.24477842174677106,3.563815909046753e-15,,
245,AGPs,relu,0.009074068096488332,adaptive,4,4,sgd,2.0,32.0,10.0,0.24477842174677106,3.563815909046753e-15,,
246,AGPs,relu,0.009074068096488332,adaptive,4,4,sgd,2.0,32.0,10.0,0.24477842174677106,3.563815909046753e-15,,
247,AGPs,logistic,0.08766895949236739,constant,4,2,sgd,5.0,29.0,29.0,0.24477842174677106,3.563815909046753e-15,,
248,AGPs,logistic,0.08766895949236739,constant,4,2,sgd,5.0,29.0,29.0,0.24477842174677106,3.563815909046753e-15,,
249,AGPs,logistic,0.49483973824486965,constant,3,23,adam,27.0,27.0,,0.24477842174677106,3.563815909046753e-15,,
250,AGPs,logistic,0.49483973824486965,constant,3,23,adam,27.0,27.0,,0.24477842174677106,3.563815909046753e-15,,
251,AGPs,relu,0.3952690572524097,constant,4,15,adam,15.0,11.0,5.0,0.15343265713152704,0.18717578159233814,,
252,AGPs,relu,0.3952690572524097,constant,4,15,adam,15.0,11.0,5.0,0.15343265713152704,0.18717578159233814,,
253,AGPs,relu,0.4453184205393466,adaptive,4,8,sgd,3.0,18.0,11.0,0.24477842174677106,3.563815909046753e-15,,
254,AGPs,relu,0.4453184205393466,adaptive,4,8,sgd,3.0,18.0,11.0,0.24477842174677106,3.563815909046753e-15,,
255,AGPs,logistic,1.8566844098235446e-05,constant,4,29,sgd,29.0,2.0,8.0,0.24477842174677106,3.563815909046753e-15,,
256,AGPs,logistic,1.8566844098235446e-05,constant,4,29,sgd,29.0,2.0,8.0,0.24477842174677106,3.563815909046753e-15,,
257,AGPs,logistic,0.14531153652697215,constant,4,28,sgd,29.0,6.0,32.0,0.24477842174677106,3.563815909046753e-15,,
258,AGPs,logistic,0.14531153652697215,constant,4,28,sgd,29.0,6.0,32.0,0.24477842174677106,3.563815909046753e-15,,
259,AGPs,logistic,0.4817407746555779,constant,4,3,sgd,4.0,31.0,27.0,0.24477842174677106,3.563815909046753e-15,,
260,AGPs,logistic,0.4817407746555779,constant,4,3,sgd,4.0,31.0,27.0,0.24477842174677106,3.563815909046753e-15,,
261,AGPs,relu,0.49196214465285626,adaptive,4,32,sgd,9.0,24.0,23.0,0.24477842174677106,3.563815909046753e-15,,
262,AGPs,relu,0.49196214465285626,adaptive,4,32,sgd,9.0,24.0,23.0,0.24477842174677106,3.563815909046753e-15,,
263,AGPs,logistic,3.15324284840209e-05,constant,1,2,sgd,,,,0.24171169982385354,0.013688942409465738,,
264,AGPs,logistic,3.15324284840209e-05,constant,1,2,sgd,,,,0.24171169982385354,0.013688942409465738,,
265,AGPs,logistic,0.004349243609200386,constant,4,2,sgd,2.0,2.0,3.0,0.24477842174677106,3.563815909046753e-15,,
266,AGPs,logistic,0.004349243609200386,constant,4,2,sgd,2.0,2.0,3.0,0.24477842174677106,3.563815909046753e-15,,
